rank,path_id,start_node,end_node,nodes,cost,time
1,28,"(20, 23)","(17, 23)","[(20, 23), (19, 22), (18, 22), (17, 23)]",3.82842712474619,3
2,33,"(28, 0)","(25, 0)","[(28, 0), (27, 0), (26, 1), (25, 0)]",3.82842712474619,3
3,53,"(20, 23)","(17, 23)","[(20, 23), (19, 22), (18, 22), (17, 23)]",3.82842712474619,3
4,31,"(28, 0)","(25, 0)","[(28, 0), (27, 0), (26, 1), (25, 0)]",3.82842712474619,3
5,48,"(28, 0)","(25, 0)","[(28, 0), (27, 0), (26, 1), (25, 0)]",3.8284271247461903,3
6,26,"(20, 23)","(31, 15)","[(20, 23), (21, 22), (22, 22), (23, 21), (24, 21), (25, 20), (25, 19), (26, 18), (27, 17), (27, 16), (28, 15), (29, 15), (30, 15), (31, 15)]",15.485281374238571,13
7,24,"(20, 23)","(31, 15)","[(20, 23), (21, 22), (22, 22), (23, 21), (24, 21), (25, 20), (25, 19), (26, 18), (27, 17), (27, 16), (28, 15), (29, 15), (30, 15), (31, 15)]",15.485281374238571,13
8,41,"(20, 23)","(31, 15)","[(20, 23), (21, 22), (22, 21), (23, 21), (24, 21), (25, 20), (25, 19), (26, 18), (27, 17), (27, 16), (28, 15), (29, 15), (30, 15), (31, 15)]",15.485281374238573,13
9,16,"(6, 31)","(17, 23)","[(6, 31), (7, 30), (8, 29), (9, 30), (10, 30), (11, 29), (11, 28), (12, 27), (13, 26), (14, 25), (15, 24), (16, 24), (17, 23)]",15.727922061357859,12
10,51,"(6, 31)","(17, 23)","[(6, 31), (7, 30), (8, 29), (9, 30), (10, 30), (11, 29), (11, 28), (12, 27), (13, 26), (14, 25), (15, 24), (16, 24), (17, 23)]",15.727922061357859,12
11,11,"(0, 16)","(11, 8)","[(0, 16), (1, 16), (2, 15), (3, 14), (4, 14), (5, 14), (6, 13), (7, 14), (8, 13), (8, 12), (8, 11), (9, 10), (10, 9), (11, 8)]",16.313708498984763,13
12,56,"(0, 16)","(11, 8)","[(0, 16), (1, 16), (2, 15), (3, 14), (4, 14), (5, 14), (6, 13), (7, 14), (8, 13), (8, 12), (8, 11), (9, 10), (10, 9), (11, 8)]",16.313708498984763,13
13,23,"(14, 8)","(11, 8)","[(14, 8), (13, 7), (12, 6), (11, 5), (10, 4), (9, 5), (8, 5), (7, 6), (8, 7), (8, 8), (8, 9), (9, 10), (10, 9), (11, 8)]",17.142135623730955,13
14,58,"(14, 8)","(11, 8)","[(14, 8), (13, 7), (12, 6), (11, 5), (10, 4), (9, 5), (8, 5), (7, 6), (8, 7), (8, 8), (8, 9), (9, 10), (10, 9), (11, 8)]",17.142135623730955,13
15,21,"(14, 8)","(25, 0)","[(14, 8), (15, 9), (16, 9), (17, 8), (18, 8), (19, 7), (20, 6), (21, 5), (22, 4), (23, 5), (24, 4), (24, 3), (24, 2), (24, 1), (25, 0)]",17.72792206135786,14
16,46,"(14, 8)","(25, 0)","[(14, 8), (15, 7), (16, 8), (17, 8), (18, 8), (19, 7), (20, 6), (21, 5), (22, 4), (23, 5), (24, 4), (24, 3), (24, 2), (24, 1), (25, 0)]",17.72792206135786,14
17,44,"(14, 8)","(25, 0)","[(14, 8), (15, 7), (16, 8), (17, 8), (18, 8), (19, 7), (20, 6), (21, 5), (22, 4), (23, 5), (24, 4), (24, 3), (24, 2), (24, 1), (25, 0)]",17.72792206135786,14
18,18,"(14, 8)","(25, 0)","[(14, 8), (15, 9), (16, 9), (17, 8), (18, 8), (19, 7), (20, 6), (21, 5), (22, 4), (23, 5), (24, 4), (24, 3), (24, 2), (24, 1), (25, 0)]",17.72792206135786,14
19,22,"(14, 8)","(17, 23)","[(14, 8), (15, 9), (16, 9), (17, 10), (18, 11), (17, 12), (16, 13), (16, 14), (16, 15), (16, 16), (16, 17), (17, 18), (17, 19), (16, 20), (16, 21), (17, 22), (17, 23)]",19.313708498984763,16
20,52,"(14, 8)","(17, 23)","[(14, 8), (15, 9), (16, 9), (17, 10), (18, 11), (17, 12), (16, 13), (16, 14), (16, 15), (16, 16), (16, 17), (17, 18), (17, 19), (16, 20), (16, 21), (17, 22), (17, 23)]",19.313708498984763,16
21,20,"(14, 8)","(31, 15)","[(14, 8), (15, 9), (16, 9), (17, 9), (18, 10), (19, 11), (20, 12), (21, 12), (22, 12), (23, 13), (24, 13), (25, 13), (26, 14), (27, 15), (28, 15), (29, 15), (30, 15), (31, 15)]",19.899494936611667,17
22,40,"(14, 8)","(31, 15)","[(14, 8), (15, 9), (16, 9), (17, 9), (18, 10), (19, 11), (20, 12), (21, 12), (22, 12), (23, 13), (24, 13), (25, 13), (26, 14), (27, 15), (28, 15), (29, 15), (30, 15), (31, 15)]",19.899494936611667,17
23,19,"(14, 8)","(31, 15)","[(14, 8), (15, 9), (16, 9), (17, 9), (18, 10), (19, 11), (20, 12), (21, 12), (22, 12), (23, 13), (24, 13), (25, 13), (26, 14), (27, 15), (28, 15), (29, 15), (30, 15), (31, 15)]",19.899494936611667,17
24,38,"(14, 8)","(31, 15)","[(14, 8), (15, 9), (16, 9), (17, 9), (18, 10), (19, 11), (20, 12), (21, 12), (22, 12), (23, 13), (24, 13), (25, 13), (26, 14), (27, 15), (28, 15), (29, 15), (30, 15), (31, 15)]",19.899494936611667,17
25,36,"(14, 8)","(31, 15)","[(14, 8), (15, 9), (16, 9), (17, 9), (18, 10), (19, 11), (20, 12), (21, 12), (22, 12), (23, 13), (24, 13), (25, 13), (26, 14), (27, 15), (28, 15), (29, 15), (30, 15), (31, 15)]",19.899494936611667,17
26,32,"(28, 0)","(31, 15)","[(28, 0), (28, 1), (27, 2), (27, 3), (27, 4), (28, 5), (28, 6), (28, 7), (27, 8), (27, 9), (26, 10), (26, 11), (25, 12), (25, 13), (26, 14), (27, 15), (28, 15), (29, 15), (30, 15), (31, 15)]",21.899494936611667,19
27,42,"(28, 0)","(31, 15)","[(28, 0), (28, 1), (27, 2), (27, 3), (27, 4), (28, 5), (28, 6), (28, 7), (27, 8), (27, 9), (26, 10), (26, 11), (25, 12), (25, 13), (26, 14), (27, 15), (28, 15), (29, 15), (30, 15), (31, 15)]",21.899494936611667,19
28,30,"(28, 0)","(31, 15)","[(28, 0), (28, 1), (27, 2), (27, 3), (27, 4), (28, 5), (28, 6), (28, 7), (27, 8), (27, 9), (26, 10), (26, 11), (25, 12), (25, 13), (26, 14), (27, 15), (28, 15), (29, 15), (30, 15), (31, 15)]",21.899494936611667,19
29,5,"(0, 0)","(11, 8)","[(0, 0), (0, 1), (1, 2), (1, 3), (1, 4), (2, 5), (3, 6), (2, 7), (3, 8), (3, 9), (4, 10), (5, 9), (6, 9), (7, 8), (8, 9), (9, 10), (10, 9), (11, 8)]",21.970562748477146,17
30,55,"(0, 0)","(11, 8)","[(0, 0), (0, 1), (1, 2), (1, 3), (1, 4), (2, 5), (3, 6), (2, 7), (3, 8), (3, 9), (4, 10), (5, 9), (6, 9), (7, 8), (8, 9), (9, 10), (10, 9), (11, 8)]",21.970562748477146,17
31,10,"(0, 16)","(17, 23)","[(0, 16), (1, 17), (2, 18), (3, 17), (4, 16), (5, 17), (6, 17), (7, 18), (7, 19), (7, 20), (7, 21), (7, 22), (8, 23), (9, 24), (10, 23), (11, 23), (12, 22), (13, 22), (14, 23), (15, 24), (16, 24), (17, 23)]",26.384776310850242,21
32,50,"(0, 16)","(17, 23)","[(0, 16), (1, 17), (2, 18), (3, 17), (4, 16), (5, 17), (6, 17), (7, 18), (7, 19), (7, 20), (7, 21), (7, 22), (8, 23), (9, 24), (10, 23), (11, 23), (12, 22), (13, 22), (14, 23), (15, 24), (16, 24), (17, 23)]",26.384776310850242,21
33,47,"(20, 23)","(25, 0)","[(20, 23), (20, 22), (20, 21), (20, 20), (20, 19), (21, 18), (22, 17), (22, 16), (23, 15), (24, 14), (24, 13), (24, 12), (24, 11), (24, 10), (23, 9), (23, 8), (23, 7), (24, 6), (23, 5), (24, 4), (24, 3), (24, 2), (24, 1), (25, 0)]",26.72792206135786,23
34,27,"(20, 23)","(25, 0)","[(20, 23), (20, 22), (20, 21), (20, 20), (20, 19), (21, 18), (22, 17), (22, 16), (23, 15), (24, 14), (24, 13), (24, 12), (24, 11), (24, 10), (23, 9), (23, 8), (23, 7), (24, 6), (23, 5), (24, 4), (24, 3), (24, 2), (24, 1), (25, 0)]",26.72792206135786,23
35,25,"(20, 23)","(25, 0)","[(20, 23), (20, 22), (20, 21), (20, 20), (20, 19), (21, 18), (22, 17), (22, 16), (23, 15), (24, 14), (24, 13), (24, 12), (24, 11), (24, 10), (23, 9), (23, 8), (23, 7), (24, 6), (23, 5), (24, 4), (24, 3), (24, 2), (24, 1), (25, 0)]",26.72792206135786,23
36,45,"(20, 23)","(25, 0)","[(20, 23), (20, 22), (20, 21), (20, 20), (20, 19), (21, 18), (22, 17), (22, 16), (23, 15), (24, 14), (24, 13), (24, 12), (24, 11), (24, 10), (23, 9), (23, 8), (23, 7), (24, 6), (23, 5), (24, 4), (24, 3), (24, 2), (24, 1), (25, 0)]",26.72792206135786,23
37,54,"(28, 0)","(17, 23)","[(28, 0), (28, 1), (27, 2), (27, 3), (27, 4), (28, 5), (27, 6), (26, 7), (25, 8), (25, 9), (24, 10), (24, 11), (24, 12), (24, 13), (24, 14), (23, 15), (22, 16), (22, 17), (21, 18), (20, 19), (19, 20), (19, 21), (18, 22), (17, 23)]",28.384776310850242,23
38,34,"(28, 0)","(17, 23)","[(28, 0), (28, 1), (27, 2), (27, 3), (27, 4), (28, 5), (27, 6), (26, 7), (25, 8), (25, 9), (24, 10), (24, 11), (24, 12), (24, 13), (24, 14), (23, 15), (22, 16), (22, 17), (21, 18), (20, 19), (19, 20), (19, 21), (18, 22), (17, 23)]",28.384776310850242,23
39,29,"(20, 23)","(11, 8)","[(20, 23), (19, 22), (18, 22), (17, 21), (16, 21), (15, 21), (14, 22), (13, 22), (12, 22), (11, 23), (10, 22), (10, 21), (9, 20), (9, 19), (9, 18), (9, 17), (10, 16), (10, 15), (9, 14), (8, 13), (8, 12), (8, 11), (9, 10), (10, 9), (11, 8)]",28.970562748477146,24
40,59,"(20, 23)","(11, 8)","[(20, 23), (19, 22), (18, 22), (17, 21), (16, 21), (15, 21), (14, 22), (13, 22), (12, 22), (11, 23), (10, 22), (10, 21), (9, 20), (9, 19), (9, 18), (9, 17), (10, 16), (10, 15), (9, 14), (8, 13), (8, 12), (8, 11), (9, 10), (10, 9), (11, 8)]",28.970562748477146,24
41,39,"(6, 31)","(31, 15)","[(6, 31), (7, 30), (8, 29), (9, 30), (10, 30), (11, 29), (11, 28), (12, 27), (13, 26), (14, 25), (15, 24), (16, 24), (17, 23), (18, 22), (19, 22), (20, 22), (21, 22), (22, 21), (23, 21), (24, 21), (25, 20), (25, 19), (26, 18), (27, 17), (27, 16), (28, 15), (29, 15), (30, 15), (31, 15)]",34.21320343559643,28
42,37,"(6, 31)","(31, 15)","[(6, 31), (7, 30), (8, 29), (9, 30), (10, 30), (11, 29), (11, 28), (12, 27), (13, 26), (14, 25), (15, 24), (16, 24), (17, 23), (18, 22), (19, 22), (20, 22), (21, 22), (22, 21), (23, 21), (24, 21), (25, 20), (25, 19), (26, 18), (27, 17), (27, 16), (28, 15), (29, 15), (30, 15), (31, 15)]",34.21320343559643,28
43,14,"(6, 31)","(31, 15)","[(6, 31), (7, 30), (8, 29), (9, 30), (10, 30), (11, 29), (11, 28), (12, 27), (13, 26), (14, 25), (15, 24), (16, 24), (17, 23), (18, 22), (19, 22), (20, 22), (21, 22), (22, 21), (23, 21), (24, 21), (25, 20), (25, 19), (26, 18), (27, 17), (27, 16), (28, 15), (29, 15), (30, 15), (31, 15)]",34.213203435596434,28
44,12,"(6, 31)","(31, 15)","[(6, 31), (7, 30), (8, 29), (9, 30), (10, 30), (11, 29), (11, 28), (12, 27), (13, 26), (14, 25), (15, 24), (16, 24), (17, 23), (18, 22), (19, 22), (20, 22), (21, 22), (22, 21), (23, 21), (24, 21), (25, 20), (25, 19), (26, 18), (27, 17), (27, 16), (28, 15), (29, 15), (30, 15), (31, 15)]",34.213203435596434,28
45,35,"(28, 0)","(11, 8)","[(28, 0), (27, 0), (26, 1), (25, 1), (24, 2), (24, 3), (24, 4), (23, 5), (22, 4), (21, 5), (20, 6), (19, 7), (18, 8), (17, 8), (16, 8), (15, 7), (14, 7), (13, 7), (12, 6), (11, 5), (10, 4), (9, 5), (8, 5), (7, 6), (8, 7), (8, 8), (8, 9), (9, 10), (10, 9), (11, 8)]",36.45584412271572,29
46,60,"(28, 0)","(11, 8)","[(28, 0), (27, 0), (26, 1), (25, 1), (24, 2), (24, 3), (24, 4), (23, 5), (22, 4), (21, 5), (20, 6), (19, 7), (18, 8), (17, 8), (16, 8), (15, 7), (14, 7), (13, 7), (12, 6), (11, 5), (10, 4), (9, 5), (8, 5), (7, 6), (8, 7), (8, 8), (8, 9), (9, 10), (10, 9), (11, 8)]",36.45584412271572,29
47,17,"(6, 31)","(11, 8)","[(6, 31), (7, 30), (8, 29), (9, 30), (10, 30), (11, 29), (11, 28), (12, 27), (13, 26), (14, 25), (15, 24), (14, 23), (13, 22), (12, 22), (11, 23), (10, 22), (10, 21), (9, 20), (9, 19), (9, 18), (9, 17), (10, 16), (10, 15), (9, 14), (8, 13), (8, 12), (8, 11), (9, 10), (10, 9), (11, 8)]",36.87005768508881,29
48,57,"(6, 31)","(11, 8)","[(6, 31), (7, 30), (8, 29), (9, 30), (10, 30), (11, 29), (11, 28), (12, 27), (13, 26), (14, 25), (15, 24), (14, 23), (13, 22), (12, 22), (11, 23), (10, 22), (10, 21), (9, 20), (9, 19), (9, 18), (9, 17), (10, 16), (10, 15), (9, 14), (8, 13), (8, 12), (8, 11), (9, 10), (10, 9), (11, 8)]",36.87005768508881,29
49,4,"(0, 0)","(17, 23)","[(0, 0), (0, 1), (1, 2), (1, 3), (1, 4), (2, 5), (3, 6), (2, 7), (3, 8), (3, 9), (4, 10), (5, 9), (6, 10), (7, 11), (8, 12), (8, 13), (9, 14), (10, 15), (10, 16), (9, 17), (9, 18), (9, 19), (9, 20), (10, 21), (10, 22), (11, 23), (12, 22), (13, 22), (14, 23), (15, 24), (16, 24), (17, 23)]",38.8700576850888,31
50,49,"(0, 0)","(17, 23)","[(0, 0), (0, 1), (1, 2), (1, 3), (1, 4), (2, 5), (3, 6), (2, 7), (3, 8), (3, 9), (4, 10), (5, 9), (6, 10), (7, 11), (8, 12), (8, 13), (9, 14), (10, 15), (10, 16), (9, 17), (9, 18), (9, 19), (9, 20), (10, 21), (10, 22), (11, 23), (12, 22), (13, 22), (14, 23), (15, 24), (16, 24), (17, 23)]",38.87005768508881,31
51,15,"(6, 31)","(25, 0)","[(6, 31), (7, 30), (8, 29), (9, 30), (10, 30), (11, 29), (11, 28), (12, 27), (13, 26), (14, 25), (15, 24), (16, 24), (17, 23), (17, 22), (17, 21), (18, 20), (18, 19), (18, 18), (19, 17), (19, 16), (19, 15), (19, 14), (20, 13), (21, 12), (22, 11), (22, 10), (22, 9), (22, 8), (23, 7), (24, 6), (23, 5), (24, 4), (24, 3), (24, 2), (24, 1), (25, 0)]",42.870057685088796,35
52,43,"(6, 31)","(25, 0)","[(6, 31), (7, 30), (8, 29), (9, 30), (10, 30), (11, 29), (11, 28), (12, 27), (13, 26), (14, 25), (15, 24), (16, 24), (17, 23), (17, 22), (17, 21), (18, 20), (18, 19), (18, 18), (19, 17), (19, 16), (19, 15), (19, 14), (20, 13), (21, 12), (22, 11), (22, 10), (22, 9), (22, 8), (23, 7), (24, 6), (23, 5), (24, 4), (24, 3), (24, 2), (24, 1), (25, 0)]",42.870057685088796,35
53,13,"(6, 31)","(25, 0)","[(6, 31), (7, 30), (8, 29), (9, 30), (10, 30), (11, 29), (11, 28), (12, 27), (13, 26), (14, 25), (15, 24), (16, 24), (17, 23), (17, 22), (17, 21), (18, 20), (18, 19), (18, 18), (19, 17), (19, 16), (19, 15), (19, 14), (20, 13), (21, 12), (22, 11), (22, 10), (22, 9), (22, 8), (23, 7), (24, 6), (23, 5), (24, 4), (24, 3), (24, 2), (24, 1), (25, 0)]",42.870057685088796,35
54,8,"(0, 16)","(31, 15)","[(0, 16), (1, 17), (2, 18), (3, 17), (4, 16), (5, 17), (6, 17), (7, 18), (7, 19), (7, 20), (7, 21), (7, 22), (8, 23), (9, 24), (10, 23), (11, 23), (12, 22), (13, 22), (14, 22), (15, 21), (16, 21), (17, 21), (18, 20), (19, 20), (20, 20), (21, 20), (22, 20), (23, 20), (24, 21), (25, 20), (25, 19), (26, 18), (27, 17), (27, 16), (28, 15), (29, 15), (30, 15), (31, 15)]",44.04163056034261,37
55,7,"(0, 16)","(31, 15)","[(0, 16), (1, 17), (2, 18), (3, 17), (4, 16), (5, 17), (6, 17), (7, 18), (7, 19), (7, 20), (7, 21), (7, 22), (8, 23), (9, 24), (10, 23), (11, 23), (12, 22), (13, 22), (14, 22), (15, 21), (16, 21), (17, 21), (18, 20), (19, 20), (20, 20), (21, 20), (22, 20), (23, 20), (24, 21), (25, 20), (25, 19), (26, 18), (27, 17), (27, 16), (28, 15), (29, 15), (30, 15), (31, 15)]",44.04163056034261,37
56,9,"(0, 16)","(25, 0)","[(0, 16), (1, 16), (2, 15), (3, 14), (4, 14), (5, 14), (6, 13), (7, 14), (8, 13), (8, 12), (7, 11), (7, 10), (8, 9), (8, 8), (8, 7), (7, 6), (8, 5), (9, 5), (10, 4), (11, 5), (12, 6), (13, 7), (14, 7), (15, 7), (16, 8), (17, 8), (18, 8), (19, 7), (20, 6), (21, 5), (22, 4), (23, 5), (24, 4), (24, 3), (24, 2), (24, 1), (25, 0)]",44.69848480983499,36
57,6,"(0, 16)","(25, 0)","[(0, 16), (1, 16), (2, 15), (3, 14), (4, 14), (5, 14), (6, 13), (7, 14), (8, 13), (8, 12), (7, 11), (7, 10), (8, 9), (8, 8), (8, 7), (7, 6), (8, 5), (9, 5), (10, 4), (11, 5), (12, 6), (13, 7), (14, 7), (15, 7), (16, 8), (17, 8), (18, 8), (19, 7), (20, 6), (21, 5), (22, 4), (23, 5), (24, 4), (24, 3), (24, 2), (24, 1), (25, 0)]",44.69848480983499,36
58,3,"(0, 0)","(25, 0)","[(0, 0), (0, 1), (1, 2), (1, 3), (1, 4), (2, 5), (3, 6), (2, 7), (3, 8), (3, 9), (4, 10), (5, 9), (6, 9), (7, 8), (6, 7), (7, 6), (8, 5), (9, 5), (10, 4), (11, 5), (12, 6), (13, 7), (14, 7), (15, 7), (16, 8), (17, 8), (18, 8), (19, 7), (20, 6), (21, 5), (22, 4), (23, 5), (24, 4), (24, 3), (24, 2), (24, 1), (25, 0)]",45.52691193458118,36
59,2,"(0, 0)","(31, 15)","[(0, 0), (0, 1), (1, 2), (1, 3), (1, 4), (2, 5), (3, 6), (2, 7), (3, 8), (3, 9), (4, 10), (5, 9), (6, 9), (7, 8), (6, 7), (7, 6), (8, 5), (9, 5), (10, 4), (11, 5), (12, 6), (13, 7), (14, 7), (15, 7), (16, 8), (17, 9), (18, 10), (19, 11), (20, 12), (21, 12), (22, 12), (23, 13), (24, 13), (25, 13), (26, 14), (27, 15), (28, 15), (29, 15), (30, 15), (31, 15)]",48.52691193458118,39
60,1,"(0, 0)","(31, 15)","[(0, 0), (0, 1), (1, 2), (1, 3), (1, 4), (2, 5), (3, 6), (2, 7), (3, 8), (3, 9), (4, 10), (5, 9), (6, 9), (7, 8), (6, 7), (7, 6), (8, 5), (9, 5), (10, 4), (11, 5), (12, 6), (13, 7), (14, 7), (15, 7), (16, 8), (17, 9), (18, 10), (19, 11), (20, 12), (21, 12), (22, 12), (23, 13), (24, 13), (25, 13), (26, 14), (27, 15), (28, 15), (29, 15), (30, 15), (31, 15)]",48.52691193458118,39
